manufacturer_slug,name,year,category,target_use,is_current,cell_count,line_material,riser_config,manufacturer_url,description,size_label,flat_area_m2,flat_span_m,flat_aspect_ratio,proj_area_m2,proj_span_m,proj_aspect_ratio,wing_weight_kg,ptv_min_kg,ptv_max_kg,speed_trim_kmh,speed_max_kmh,glide_ratio_best,min_sink_ms,cert_standard,cert_classification,cert_test_lab,cert_test_date,cert_report_url
ozone,Alpina 5,2025,paraglider,xc,true,65,"Dominico N20D / Porcher 7000 E71 (light, Zeolite GT structure)",2-liner (A/B with adjustable B-handles),https://flyozone.com/paragliders/products/gliders/alpina-5,Lightweight 2-liner EN-C derived from Delta 5. Uses Zeolite GT ultralight internals. ~800 g lighter than Delta 5. 5 sizes XS–L. EN-C.,MS,22.8,11.77,6.07,19.4,9.34,4.57,4.2,75,92,,,,,EN,C,,,
ozone,Alpina 5,2025,paraglider,xc,true,65,"Dominico N20D / Porcher 7000 E71 (light, Zeolite GT structure)",2-liner (A/B with adjustable B-handles),https://flyozone.com/paragliders/products/gliders/alpina-5,Lightweight 2-liner EN-C derived from Delta 5. Uses Zeolite GT ultralight internals. ~800 g lighter than Delta 5. 5 sizes XS–L. EN-C.,ML,24.4,12.16,6.07,20.7,9.66,4.57,4.45,85,105,,,,,EN,C,,,
ozone,Alpina 5,2025,paraglider,xc,true,65,"Dominico N20D / Porcher 7000 E71 (light, Zeolite GT structure)",2-liner (A/B with adjustable B-handles),https://flyozone.com/paragliders/products/gliders/alpina-5,Lightweight 2-liner EN-C derived from Delta 5. Uses Zeolite GT ultralight internals. ~800 g lighter than Delta 5. 5 sizes XS–L. EN-C.,L,25.9,12.53,6.07,22.04,10.0,4.54,4.7,95,115,,,,,EN,C,,,
ozone,Photon,2023,paraglider,xc,true,71,Dominico 30D / Porcher 7000 E71 (standard),2-liner (A/B with B-handles),https://flyozone.com/paragliders/products/gliders/photon,"Sport-class 2-liner EN-C based on Zeno 2. 71 cells, AR 6.5. Near-competition performance for sport pilots. 6 sizes XS–XL covering 60–130 kg.",XS,19.1,11.1,6.5,16.1,8.7,4.7,4.28,60,75,,,,,EN,C,,,
ozone,Photon,2023,paraglider,xc,true,71,Dominico 30D / Porcher 7000 E71 (standard),2-liner (A/B with B-handles),https://flyozone.com/paragliders/products/gliders/photon,"Sport-class 2-liner EN-C based on Zeno 2. 71 cells, AR 6.5. Near-competition performance for sport pilots. 6 sizes XS–XL covering 60–130 kg.",S,20.7,11.6,6.5,17.4,9.0,4.66,4.47,70,85,,,,,EN,C,,,
ozone,Photon,2023,paraglider,xc,true,71,Dominico 30D / Porcher 7000 E71 (standard),2-liner (A/B with B-handles),https://flyozone.com/paragliders/products/gliders/photon,"Sport-class 2-liner EN-C based on Zeno 2. 71 cells, AR 6.5. Near-competition performance for sport pilots. 6 sizes XS–XL covering 60–130 kg.",MS,22.3,12.0,6.5,18.9,9.4,4.68,4.75,80,95,,,,,EN,C,,,
ozone,Photon,2023,paraglider,xc,true,71,Dominico 30D / Porcher 7000 E71 (standard),2-liner (A/B with B-handles),https://flyozone.com/paragliders/products/gliders/photon,"Sport-class 2-liner EN-C based on Zeno 2. 71 cells, AR 6.5. Near-competition performance for sport pilots. 6 sizes XS–XL covering 60–130 kg.",ML,23.9,12.5,6.5,20.2,9.7,4.66,5.0,90,105,,,,,EN,C,,,
ozone,Photon,2023,paraglider,xc,true,71,Dominico 30D / Porcher 7000 E71 (standard),2-liner (A/B with B-handles),https://flyozone.com/paragliders/products/gliders/photon,"Sport-class 2-liner EN-C based on Zeno 2. 71 cells, AR 6.5. Near-competition performance for sport pilots. 6 sizes XS–XL covering 60–130 kg.",L,25.5,12.9,6.5,21.5,10.1,4.74,5.27,100,115,,,,,EN,C,,,
ozone,Photon,2023,paraglider,xc,true,71,Dominico 30D / Porcher 7000 E71 (standard),2-liner (A/B with B-handles),https://flyozone.com/paragliders/products/gliders/photon,"Sport-class 2-liner EN-C based on Zeno 2. 71 cells, AR 6.5. Near-competition performance for sport pilots. 6 sizes XS–XL covering 60–130 kg.",XL,27.3,13.3,6.5,23.1,10.4,4.68,5.55,110,130,,,,,EN,C,,,
ozone,Lyght,2024,paraglider,hike_and_fly,true,71,Dominico N20D / Porcher 7000 E71 (ultralight Zeolite GT structure),2-liner (A/B),https://flyozone.com/paragliders/products/gliders/lyght,"Ultralight sport-class EN-C, 800 g lighter than Photon. Same 71 cells/AR 6.5 platform. Uses Zeolite GT construction. 5 sizes XS–L.",XS,19.1,11.1,6.5,16.1,8.7,4.7,3.55,60,75,,,,,EN,C,,,
ozone,Lyght,2024,paraglider,hike_and_fly,true,71,Dominico N20D / Porcher 7000 E71 (ultralight Zeolite GT structure),2-liner (A/B),https://flyozone.com/paragliders/products/gliders/lyght,"Ultralight sport-class EN-C, 800 g lighter than Photon. Same 71 cells/AR 6.5 platform. Uses Zeolite GT construction. 5 sizes XS–L.",S,20.7,11.6,6.5,17.4,9.0,4.66,3.72,70,85,,,,,EN,C,,,
ozone,Lyght,2024,paraglider,hike_and_fly,true,71,Dominico N20D / Porcher 7000 E71 (ultralight Zeolite GT structure),2-liner (A/B),https://flyozone.com/paragliders/products/gliders/lyght,"Ultralight sport-class EN-C, 800 g lighter than Photon. Same 71 cells/AR 6.5 platform. Uses Zeolite GT construction. 5 sizes XS–L.",MS,22.3,12.0,6.5,18.9,9.4,4.68,3.95,80,95,,,,,EN,C,,,
ozone,Lyght,2024,paraglider,hike_and_fly,true,71,Dominico N20D / Porcher 7000 E71 (ultralight Zeolite GT structure),2-liner (A/B),https://flyozone.com/paragliders/products/gliders/lyght,"Ultralight sport-class EN-C, 800 g lighter than Photon. Same 71 cells/AR 6.5 platform. Uses Zeolite GT construction. 5 sizes XS–L.",ML,23.9,12.5,6.5,20.2,9.7,4.66,4.16,90,105,,,,,EN,C,,,
ozone,Lyght,2024,paraglider,hike_and_fly,true,71,Dominico N20D / Porcher 7000 E71 (ultralight Zeolite GT structure),2-liner (A/B),https://flyozone.com/paragliders/products/gliders/lyght,"Ultralight sport-class EN-C, 800 g lighter than Photon. Same 71 cells/AR 6.5 platform. Uses Zeolite GT construction. 5 sizes XS–L.",L,25.5,12.9,6.5,21.5,10.1,4.74,4.4,100,115,,,,,EN,C,,,
ozone,Zeolite 2 GT,2024,paraglider,hike_and_fly,true,71,Dominico N10D / Porcher 7000 E71 (ultralight),"2-liner (A/B, Dyneema risers)",https://flyozone.com/paragliders/products/gliders/zeolite-2-gt,"Ultra-light EN-D 2-liner for vol-biv and hike & fly. 71 cells, AR 6.8. 1 kg lighter than Photon. Technology from Photon and Zeolite 2 XD X-Alps. 5 sizes XS–L.",XS,18.9,11.3,6.8,15.9,8.9,4.99,3.38,60,75,,,,,EN,D,,,
ozone,Zeolite 2 GT,2024,paraglider,hike_and_fly,true,71,Dominico N10D / Porcher 7000 E71 (ultralight),"2-liner (A/B, Dyneema risers)",https://flyozone.com/paragliders/products/gliders/zeolite-2-gt,"Ultra-light EN-D 2-liner for vol-biv and hike & fly. 71 cells, AR 6.8. 1 kg lighter than Photon. Technology from Photon and Zeolite 2 XD X-Alps. 5 sizes XS–L.",S,20.4,11.8,6.8,17.2,9.3,5.03,3.56,65,85,,,,,EN,D,,,
