manufacturer_slug,name,year,category,target_use,is_current,cell_count,line_material,riser_config,manufacturer_url,description,size_label,flat_area_m2,flat_span_m,flat_aspect_ratio,proj_area_m2,proj_span_m,proj_aspect_ratio,wing_weight_kg,ptv_min_kg,ptv_max_kg,speed_trim_kmh,speed_max_kmh,glide_ratio_best,min_sink_ms,cert_standard,cert_classification,cert_test_lab,cert_test_date,cert_report_url
advance,EPSILON DLS,2022,paraglider,intermediate,true,47,aramid ProDry unsheathed (gallery) / PPSLS aramid (main),"3-liner (split-A, ECS)",https://www.advance.swiss/en/products/paragliders/epsilon-dls,"10th-generation EPSILON in DLS construction. Low-B ideal for post-school XC, hike-to-fly and travel. Optional light risers save further 180 g. EN/LTF B.",22,22.0,10.63,5.14,18.5,8.23,3.67,3.65,55,77,,,,,EN,B,,2022-09-14,https://app.advance.ch/upload/product/documents/2022-09-14_EPSILON10_DLS_22_en.pdf
advance,EPSILON DLS,2022,paraglider,intermediate,true,47,aramid ProDry unsheathed (gallery) / PPSLS aramid (main),"3-liner (split-A, ECS)",https://www.advance.swiss/en/products/paragliders/epsilon-dls,"10th-generation EPSILON in DLS construction. Low-B ideal for post-school XC, hike-to-fly and travel. Optional light risers save further 180 g. EN/LTF B.",24,23.7,11.05,5.14,20.0,8.56,3.67,3.85,67,90,,,,,EN,B,,2022-08-04,https://app.advance.ch/upload/product/documents/2022-08-04_EPSILON10_DLS_24_en.pdf
advance,EPSILON DLS,2022,paraglider,intermediate,true,47,aramid ProDry unsheathed (gallery) / PPSLS aramid (main),"3-liner (split-A, ECS)",https://www.advance.swiss/en/products/paragliders/epsilon-dls,"10th-generation EPSILON in DLS construction. Low-B ideal for post-school XC, hike-to-fly and travel. Optional light risers save further 180 g. EN/LTF B.",26,25.7,11.5,5.14,21.7,8.91,3.67,4.1,79,103,,,,,EN,B,,2022-08-15,https://app.advance.ch/upload/product/documents/2022-08-15_EPSILON10_DLS_26_en.pdf
advance,EPSILON DLS,2022,paraglider,intermediate,true,47,aramid ProDry unsheathed (gallery) / PPSLS aramid (main),"3-liner (split-A, ECS)",https://www.advance.swiss/en/products/paragliders/epsilon-dls,"10th-generation EPSILON in DLS construction. Low-B ideal for post-school XC, hike-to-fly and travel. Optional light risers save further 180 g. EN/LTF B.",28,27.6,11.92,5.14,23.3,9.23,3.67,4.35,91,118,,,,,EN,B,,2022-08-04,https://app.advance.ch/upload/product/documents/2022-08-04_EPSILON10_DLS_28_en.pdf
advance,EPSILON DLS,2022,paraglider,intermediate,true,47,aramid ProDry unsheathed (gallery) / PPSLS aramid (main),"3-liner (split-A, ECS)",https://www.advance.swiss/en/products/paragliders/epsilon-dls,"10th-generation EPSILON in DLS construction. Low-B ideal for post-school XC, hike-to-fly and travel. Optional light risers save further 180 g. EN/LTF B.",30,29.6,12.34,5.14,24.9,9.56,3.67,4.6,105,135,,,,,EN,B,,2022-08-03,https://app.advance.ch/upload/product/documents/2022-08-03_EPSILON10_DLS_30_en.pdf
advance,THETA ULS,2024,paraglider,hike_to_fly,true,59,aramid ProDry unsheathed,3-liner with C-handles (Pitch-Control-System),https://www.advance.swiss/en/products/paragliders/theta-uls,Ultra-light Mid-B Adventure Tourer. ULS internal structure from OMEGA ULS. Combines IOTA DLS performance with EPSILON DLS comfort. From 3.10 kg. EN/LTF B.,21,21.52,10.79,5.41,18.26,8.55,4.01,3.1,55,73,,,,,EN,B,,2024-02-20,https://app.advance.ch/upload/product/documents/2024-02-20_THETA%20ULS_21_en.pdf
advance,THETA ULS,2024,paraglider,hike_to_fly,true,59,aramid ProDry unsheathed,3-liner with C-handles (Pitch-Control-System),https://www.advance.swiss/en/products/paragliders/theta-uls,Ultra-light Mid-B Adventure Tourer. ULS internal structure from OMEGA ULS. Combines IOTA DLS performance with EPSILON DLS comfort. From 3.10 kg. EN/LTF B.,23,23.33,11.23,5.41,19.8,8.91,4.01,3.35,65,85,,,,,EN,B,,2024-01-29,https://app.advance.ch/upload/product/documents/2024-01-29_THETA%20ULS_23_en.pdf
advance,THETA ULS,2024,paraglider,hike_to_fly,true,59,aramid ProDry unsheathed,3-liner with C-handles (Pitch-Control-System),https://www.advance.swiss/en/products/paragliders/theta-uls,Ultra-light Mid-B Adventure Tourer. ULS internal structure from OMEGA ULS. Combines IOTA DLS performance with EPSILON DLS comfort. From 3.10 kg. EN/LTF B.,25,25.42,11.73,5.41,21.58,9.3,4.01,3.55,78,99,,,,,EN,B,,2024-01-26,https://app.advance.ch/upload/product/documents/2024-01-26_THETA%20ULS_25_en.pdf
advance,THETA ULS,2024,paraglider,hike_to_fly,true,59,aramid ProDry unsheathed,3-liner with C-handles (Pitch-Control-System),https://www.advance.swiss/en/products/paragliders/theta-uls,Ultra-light Mid-B Adventure Tourer. ULS internal structure from OMEGA ULS. Combines IOTA DLS performance with EPSILON DLS comfort. From 3.10 kg. EN/LTF B.,27,27.33,12.16,5.41,23.2,9.64,4.01,3.8,90,112,,,,,EN,B,,2024-01-25,https://app.advance.ch/upload/product/documents/2024-01-25_THETA%20ULS_27_en.pdf
advance,THETA ULS,2024,paraglider,hike_to_fly,true,59,aramid ProDry unsheathed,3-liner with C-handles (Pitch-Control-System),https://www.advance.swiss/en/products/paragliders/theta-uls,Ultra-light Mid-B Adventure Tourer. ULS internal structure from OMEGA ULS. Combines IOTA DLS performance with EPSILON DLS comfort. From 3.10 kg. EN/LTF B.,29,29.13,12.55,5.41,24.73,9.95,4.01,4.0,102,125,,,,,EN,B,,2024-01-25,https://app.advance.ch/upload/product/documents/2024-01-25_THETA%20ULS_29_en.pdf
advance,IOTA DLS,2022,paraglider,xc,true,59,aramid ProDry unsheathed,3-liner with C-handles (Pitch-Control-System),https://www.advance.swiss/en/products/paragliders/iota-dls,High-B XC Paraglider. DLS construction with 3×3D shaping. Pitch-Control-System C-handles for two-liner feel. From 3.75 kg. EN/LTF B.,21,21.78,11.04,5.6,18.57,8.63,4.01,3.9,60,77,,,,,EN,B,,,
advance,IOTA DLS,2022,paraglider,xc,true,59,aramid ProDry unsheathed,3-liner with C-handles (Pitch-Control-System),https://www.advance.swiss/en/products/paragliders/iota-dls,High-B XC Paraglider. DLS construction with 3×3D shaping. Pitch-Control-System C-handles for two-liner feel. From 3.75 kg. EN/LTF B.,23,23.48,11.47,5.6,19.94,8.96,4.03,4.1,70,88,,,,,EN,B,,,
advance,IOTA DLS,2022,paraglider,xc,true,59,aramid ProDry unsheathed,3-liner with C-handles (Pitch-Control-System),https://www.advance.swiss/en/products/paragliders/iota-dls,High-B XC Paraglider. DLS construction with 3×3D shaping. Pitch-Control-System C-handles for two-liner feel. From 3.75 kg. EN/LTF B.,25,25.18,11.87,5.6,21.39,9.27,4.02,4.35,80,100,,,,,EN,B,,,
advance,IOTA DLS,2022,paraglider,xc,true,59,aramid ProDry unsheathed,3-liner with C-handles (Pitch-Control-System),https://www.advance.swiss/en/products/paragliders/iota-dls,High-B XC Paraglider. DLS construction with 3×3D shaping. Pitch-Control-System C-handles for two-liner feel. From 3.75 kg. EN/LTF B.,27,27.23,12.35,5.6,23.13,9.64,4.02,4.6,92,114,,,,,EN,B,,,
advance,IOTA DLS,2022,paraglider,xc,true,59,aramid ProDry unsheathed,3-liner with C-handles (Pitch-Control-System),https://www.advance.swiss/en/products/paragliders/iota-dls,High-B XC Paraglider. DLS construction with 3×3D shaping. Pitch-Control-System C-handles for two-liner feel. From 3.75 kg. EN/LTF B.,29,29.24,12.8,5.6,24.83,9.99,4.02,4.9,105,128,,,,,EN,B,,,
advance,SIGMA DLS,2024,paraglider,xc,true,65,aramid ProDry unsheathed,3-liner with C-handles (Pitch-Control-System),https://www.advance.swiss/en/products/paragliders/sigma-dls,"12th-generation SIGMA in DLS construction. EN-C sports-class XC glider with nitinol leading-edge mini ribs, 3×3D shaping. From 3.70 kg. EN/LTF C.",20,20.36,11.14,6.1,17.35,8.84,4.5,3.7,57,75,,,,,EN,C,,,
advance,SIGMA DLS,2024,paraglider,xc,true,65,aramid ProDry unsheathed,3-liner with C-handles (Pitch-Control-System),https://www.advance.swiss/en/products/paragliders/sigma-dls,"12th-generation SIGMA in DLS construction. EN-C sports-class XC glider with nitinol leading-edge mini ribs, 3×3D shaping. From 3.70 kg. EN/LTF C.",22,21.96,11.57,6.1,18.71,9.18,4.5,3.9,68,87,,,,,EN,C,,,
advance,SIGMA DLS,2024,paraglider,xc,true,65,aramid ProDry unsheathed,3-liner with C-handles (Pitch-Control-System),https://www.advance.swiss/en/products/paragliders/sigma-dls,"12th-generation SIGMA in DLS construction. EN-C sports-class XC glider with nitinol leading-edge mini ribs, 3×3D shaping. From 3.70 kg. EN/LTF C.",24,23.53,11.98,6.1,20.05,9.5,4.5,4.1,80,100,,,,,EN,C,,,
advance,SIGMA DLS,2024,paraglider,xc,true,65,aramid ProDry unsheathed,3-liner with C-handles (Pitch-Control-System),https://www.advance.swiss/en/products/paragliders/sigma-dls,"12th-generation SIGMA in DLS construction. EN-C sports-class XC glider with nitinol leading-edge mini ribs, 3×3D shaping. From 3.70 kg. EN/LTF C.",26,25.47,12.46,6.1,21.7,9.88,4.5,4.35,92,114,,,,,EN,C,,,
advance,SIGMA DLS,2024,paraglider,xc,true,65,aramid ProDry unsheathed,3-liner with C-handles (Pitch-Control-System),https://www.advance.swiss/en/products/paragliders/sigma-dls,"12th-generation SIGMA in DLS construction. EN-C sports-class XC glider with nitinol leading-edge mini ribs, 3×3D shaping. From 3.70 kg. EN/LTF C.",28,27.34,12.91,6.1,23.3,10.24,4.5,4.6,105,128,,,,,EN,C,,,
advance,TAU DLS,2026,paraglider,competition,true,73,aramid ProDry unsheathed,2-liner with C/B-handles,https://www.advance.swiss/en/products/paragliders/tau-dls,High-end EN-C two-liner sports-class racer. Precise sporty handling. DLS with nitinol wires and Dominico D10 lower sail. 6 sizes 19-27. First deliveries April 2026. EN/LTF C.,19,19.0,11.11,6.5,,,,4.0,60,77,,,,,EN,C,,,
advance,TAU DLS,2026,paraglider,competition,true,73,aramid ProDry unsheathed,2-liner with C/B-handles,https://www.advance.swiss/en/products/paragliders/tau-dls,High-end EN-C two-liner sports-class racer. Precise sporty handling. DLS with nitinol wires and Dominico D10 lower sail. 6 sizes 19-27. First deliveries April 2026. EN/LTF C.,20,20.0,11.4,6.5,,,,4.2,68,85,,,,,EN,C,,,
advance,TAU DLS,2026,paraglider,competition,true,73,aramid ProDry unsheathed,2-liner with C/B-handles,https://www.advance.swiss/en/products/paragliders/tau-dls,High-end EN-C two-liner sports-class racer. Precise sporty handling. DLS with nitinol wires and Dominico D10 lower sail. 6 sizes 19-27. First deliveries April 2026. EN/LTF C.,21,21.0,11.68,6.5,,,,4.4,77,95,,,,,EN,C,,,
advance,TAU DLS,2026,paraglider,competition,true,73,aramid ProDry unsheathed,2-liner with C/B-handles,https://www.advance.swiss/en/products/paragliders/tau-dls,High-end EN-C two-liner sports-class racer. Precise sporty handling. DLS with nitinol wires and Dominico D10 lower sail. 6 sizes 19-27. First deliveries April 2026. EN/LTF C.,22,22.0,11.96,6.5,,,,4.6,85,105,,,,,EN,C,,,
advance,TAU DLS,2026,paraglider,competition,true,73,aramid ProDry unsheathed,2-liner with C/B-handles,https://www.advance.swiss/en/products/paragliders/tau-dls,High-end EN-C two-liner sports-class racer. Precise sporty handling. DLS with nitinol wires and Dominico D10 lower sail. 6 sizes 19-27. First deliveries April 2026. EN/LTF C.,24,24.0,12.49,6.5,,,,4.9,95,116,,,,,EN,C,,,
advance,TAU DLS,2026,paraglider,competition,true,73,aramid ProDry unsheathed,2-liner with C/B-handles,https://www.advance.swiss/en/products/paragliders/tau-dls,High-end EN-C two-liner sports-class racer. Precise sporty handling. DLS with nitinol wires and Dominico D10 lower sail. 6 sizes 19-27. First deliveries April 2026. EN/LTF C.,27,27.0,13.25,6.5,,,,5.4,110,127,,,,,EN,C,,,
advance,OMEGA ULS,2023,paraglider,competition,true,,aramid ProDry unsheathed,2-liner (A/B) with lightweight risers,https://www.advance.swiss/en/products/paragliders/omega-uls,"Ultra-light EN-D racing paraglider. ULS construction with nitinol wires, sliced diagonals. Developed with X-Alps athletes. From 3.05 kg. EN/LTF D.",21,20.7,11.87,6.81,17.4,9.38,5.06,3.05,65,80,,,,,EN,D,,,
advance,OMEGA ULS,2023,paraglider,competition,true,,aramid ProDry unsheathed,2-liner (A/B) with lightweight risers,https://www.advance.swiss/en/products/paragliders/omega-uls,"Ultra-light EN-D racing paraglider. ULS construction with nitinol wires, sliced diagonals. Developed with X-Alps athletes. From 3.05 kg. EN/LTF D.",22,21.54,12.11,6.81,18.1,9.56,5.05,3.15,75,90,,,,,EN,D,,,
advance,OMEGA ULS,2023,paraglider,competition,true,,aramid ProDry unsheathed,2-liner (A/B) with lightweight risers,https://www.advance.swiss/en/products/paragliders/omega-uls,"Ultra-light EN-D racing paraglider. ULS construction with nitinol wires, sliced diagonals. Developed with X-Alps athletes. From 3.05 kg. EN/LTF D.",23,22.48,12.37,6.81,18.9,9.74,5.02,3.25,85,100,,,,,EN,D,,,
advance,OMEGA ULS,2023,paraglider,competition,true,,aramid ProDry unsheathed,2-liner (A/B) with lightweight risers,https://www.advance.swiss/en/products/paragliders/omega-uls,"Ultra-light EN-D racing paraglider. ULS construction with nitinol wires, sliced diagonals. Developed with X-Alps athletes. From 3.05 kg. EN/LTF D.",24,23.75,12.71,6.81,19.96,10.04,5.05,3.4,95,113,,,,,EN,D,,,
advance,BIBETA 6,2016,paraglider,tandem,true,53,aramid Edelrid Magix Pro uncovered,3+1 riser tandem (Vary-Grip big ear system),https://www.advance.swiss/en/products/paragliders/bibeta-6,"Professional tandem paraglider. Developed with commercial tandem pilots. 3-liner risers, 16% fewer lines than predecessor, optional trimmers. EN/LTF B.",38,38.1,14.4,5.45,32.3,,4.0,6.7,100,180,,,,,EN,B,,,
advance,BIBETA 6,2016,paraglider,tandem,true,53,aramid Edelrid Magix Pro uncovered,3+1 riser tandem (Vary-Grip big ear system),https://www.advance.swiss/en/products/paragliders/bibeta-6,"Professional tandem paraglider. Developed with commercial tandem pilots. 3-liner risers, 16% fewer lines than predecessor, optional trimmers. EN/LTF B.",41,40.8,14.9,5.45,34.5,,4.0,6.95,120,225,,,,,EN,B,,,
advance,PI ULS,2025,paraglider,hike_and_fly,true,35,aramid ProDry unsheathed,2-liner (A/B risers),https://www.advance.swiss/en/products/paragliders/pi-uls,"4th-generation PI. Ultra-light ULS thermal wing, hike-and-fly glider and mini-wing in one. 7 sizes 14-26. Size 14 from 1.65 kg. Certification varies by wing loading (EN B/C/D).",14,14.0,7.97,4.5,12.28,6.54,3.5,1.65,50,90,,,,,EN,B/C/D (load-dependent),,,
advance,PI ULS,2025,paraglider,hike_and_fly,true,35,aramid ProDry unsheathed,2-liner (A/B risers),https://www.advance.swiss/en/products/paragliders/pi-uls,"4th-generation PI. Ultra-light ULS thermal wing, hike-and-fly glider and mini-wing in one. 7 sizes 14-26. Size 14 from 1.65 kg. Certification varies by wing loading (EN B/C/D).",16,16.0,8.52,4.5,14.03,6.99,3.5,,50,90,,,,,EN,B/C/D (load-dependent),,,
advance,PI ULS,2025,paraglider,hike_and_fly,true,35,aramid ProDry unsheathed,2-liner (A/B risers),https://www.advance.swiss/en/products/paragliders/pi-uls,"4th-generation PI. Ultra-light ULS thermal wing, hike-and-fly glider and mini-wing in one. 7 sizes 14-26. Size 14 from 1.65 kg. Certification varies by wing loading (EN B/C/D).",18,18.0,9.08,4.5,15.94,7.45,3.5,,50,95,,,,,EN,B/C/D (load-dependent),,,
advance,PI ULS,2025,paraglider,hike_and_fly,true,35,aramid ProDry unsheathed,2-liner (A/B risers),https://www.advance.swiss/en/products/paragliders/pi-uls,"4th-generation PI. Ultra-light ULS thermal wing, hike-and-fly glider and mini-wing in one. 7 sizes 14-26. Size 14 from 1.65 kg. Certification varies by wing loading (EN B/C/D).",20,20.0,9.58,4.5,17.76,7.86,3.5,,58,95,,,,,EN,B/C/D (load-dependent),,,
advance,PI ULS,2025,paraglider,hike_and_fly,true,35,aramid ProDry unsheathed,2-liner (A/B risers),https://www.advance.swiss/en/products/paragliders/pi-uls,"4th-generation PI. Ultra-light ULS thermal wing, hike-and-fly glider and mini-wing in one. 7 sizes 14-26. Size 14 from 1.65 kg. Certification varies by wing loading (EN B/C/D).",22,22.0,10.06,4.5,19.59,8.26,3.5,,67,103,,,,,EN,B/C/D (load-dependent),,,
advance,PI ULS,2025,paraglider,hike_and_fly,true,35,aramid ProDry unsheathed,2-liner (A/B risers),https://www.advance.swiss/en/products/paragliders/pi-uls,"4th-generation PI. Ultra-light ULS thermal wing, hike-and-fly glider and mini-wing in one. 7 sizes 14-26. Size 14 from 1.65 kg. Certification varies by wing loading (EN B/C/D).",24,24.0,10.52,4.5,21.42,8.63,3.5,,76,112,,,,,EN,B/C/D (load-dependent),,,
advance,PI ULS,2025,paraglider,hike_and_fly,true,35,aramid ProDry unsheathed,2-liner (A/B risers),https://www.advance.swiss/en/products/paragliders/pi-uls,"4th-generation PI. Ultra-light ULS thermal wing, hike-and-fly glider and mini-wing in one. 7 sizes 14-26. Size 14 from 1.65 kg. Certification varies by wing loading (EN B/C/D).",26,26.0,10.96,4.5,23.24,8.99,3.5,,85,119,,,,,EN,B/C/D (load-dependent),,,
advance,PIBI,2022,paraglider,tandem,true,,,3-liner tandem (lightweight risers),https://www.advance.swiss/en/products/paragliders/pibi,Light tandem paraglider for hike-and-fly. Single 37 m² size weighing only 4.8 kg. Merges PI philosophy with BIBETA 6 flying qualities. EN/LTF B.,37,37.0,,,,,,4.8,100,180,,,,,EN,B,,,
advance,EPSILON 9,2019,paraglider,intermediate,false,47,polyester/aramid sheathed,"3-liner (split-A, ECS)",https://www.advance.swiss/en/services/downloads,"9th-gen EPSILON. Hybrid lining layout, Low Drag Stabilos, Sliced Diagonals, Air Scoop. 5 sizes. EN/LTF B.",22,22.1,10.72,5.2,,,,4.15,60,77,,,,,EN,B,,,
advance,EPSILON 9,2019,paraglider,intermediate,false,47,polyester/aramid sheathed,"3-liner (split-A, ECS)",https://www.advance.swiss/en/services/downloads,"9th-gen EPSILON. Hybrid lining layout, Low Drag Stabilos, Sliced Diagonals, Air Scoop. 5 sizes. EN/LTF B.",24,23.9,11.15,5.2,,,,4.4,70,88,,,,,EN,B,,,
advance,EPSILON 9,2019,paraglider,intermediate,false,47,polyester/aramid sheathed,"3-liner (split-A, ECS)",https://www.advance.swiss/en/services/downloads,"9th-gen EPSILON. Hybrid lining layout, Low Drag Stabilos, Sliced Diagonals, Air Scoop. 5 sizes. EN/LTF B.",26,25.9,11.61,5.2,,,,4.65,80,100,,,,,EN,B,,,
advance,EPSILON 9,2019,paraglider,intermediate,false,47,polyester/aramid sheathed,"3-liner (split-A, ECS)",https://www.advance.swiss/en/services/downloads,"9th-gen EPSILON. Hybrid lining layout, Low Drag Stabilos, Sliced Diagonals, Air Scoop. 5 sizes. EN/LTF B.",28,27.8,12.02,5.2,,,,4.95,92,114,,,,,EN,B,,,
advance,EPSILON 9,2019,paraglider,intermediate,false,47,polyester/aramid sheathed,"3-liner (split-A, ECS)",https://www.advance.swiss/en/services/downloads,"9th-gen EPSILON. Hybrid lining layout, Low Drag Stabilos, Sliced Diagonals, Air Scoop. 5 sizes. EN/LTF B.",30,29.8,12.45,5.2,,,,5.25,105,128,,,,,EN,B,,,
advance,EPSILON 8,2017,paraglider,intermediate,false,45,polyester/aramid sheathed,3-liner,https://www.advance.swiss/en/services/downloads,8th-gen EPSILON. Sliced diagonal tech from OMEGA X-Alps. 4 sizes. EN/LTF B.,23,22.5,10.76,5.15,,,,4.15,55,75,,,,,EN,B,,,
advance,EPSILON 8,2017,paraglider,intermediate,false,45,polyester/aramid sheathed,3-liner,https://www.advance.swiss/en/services/downloads,8th-gen EPSILON. Sliced diagonal tech from OMEGA X-Alps. 4 sizes. EN/LTF B.,25,25.0,11.35,5.15,,,,4.65,70,90,,,,,EN,B,,,
advance,EPSILON 8,2017,paraglider,intermediate,false,45,polyester/aramid sheathed,3-liner,https://www.advance.swiss/en/services/downloads,8th-gen EPSILON. Sliced diagonal tech from OMEGA X-Alps. 4 sizes. EN/LTF B.,27,27.0,11.79,5.15,,,,4.95,80,105,,,,,EN,B,,,
advance,EPSILON 8,2017,paraglider,intermediate,false,45,polyester/aramid sheathed,3-liner,https://www.advance.swiss/en/services/downloads,8th-gen EPSILON. Sliced diagonal tech from OMEGA X-Alps. 4 sizes. EN/LTF B.,29,29.0,12.22,5.15,,,,5.15,95,125,,,,,EN,B,,,
advance,IOTA 2,2017,paraglider,xc,false,59,aramid Edelrid unsheathed,3-liner with C-handles,https://www.advance.swiss/en/services/downloads,"High-B XC. Mini-ribs, C-wires, 3D diamond shaping, Sliced Diagonals, Pitch-Control-System C-handles. 5 sizes. EN/LTF B.",21,21.8,11.1,5.6,18.8,8.9,4.21,4.3,60,77,,,,,EN,B,,,
advance,IOTA 2,2017,paraglider,xc,false,59,aramid Edelrid unsheathed,3-liner with C-handles,https://www.advance.swiss/en/services/downloads,"High-B XC. Mini-ribs, C-wires, 3D diamond shaping, Sliced Diagonals, Pitch-Control-System C-handles. 5 sizes. EN/LTF B.",23,23.7,11.5,5.6,20.4,9.3,4.24,4.6,70,88,,,,,EN,B,,,
advance,IOTA 2,2017,paraglider,xc,false,59,aramid Edelrid unsheathed,3-liner with C-handles,https://www.advance.swiss/en/services/downloads,"High-B XC. Mini-ribs, C-wires, 3D diamond shaping, Sliced Diagonals, Pitch-Control-System C-handles. 5 sizes. EN/LTF B.",25,25.7,12.0,5.6,22.2,9.7,4.24,4.85,80,100,,,,,EN,B,,,
advance,IOTA 2,2017,paraglider,xc,false,59,aramid Edelrid unsheathed,3-liner with C-handles,https://www.advance.swiss/en/services/downloads,"High-B XC. Mini-ribs, C-wires, 3D diamond shaping, Sliced Diagonals, Pitch-Control-System C-handles. 5 sizes. EN/LTF B.",27,27.7,12.5,5.6,23.9,10.0,4.18,5.15,92,114,,,,,EN,B,,,
advance,IOTA 2,2017,paraglider,xc,false,59,aramid Edelrid unsheathed,3-liner with C-handles,https://www.advance.swiss/en/services/downloads,"High-B XC. Mini-ribs, C-wires, 3D diamond shaping, Sliced Diagonals, Pitch-Control-System C-handles. 5 sizes. EN/LTF B.",29,29.7,12.9,5.6,25.6,10.4,4.23,5.4,105,128,,,,,EN,B,,,
