dhv_url,manufacturer,model,size,equipment_class,test_centre,test_date,report_url,match_failure_reason
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-4068,Papesh GmbH,PHI MAESTRO 3,21,B,,2025-09-17,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-4068,model not found: 'PHI MAESTRO 3' (mfr: phi)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-4067,Papesh GmbH,PHI MAESTRO 3,19,B,,2025-09-17,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-4067,model not found: 'PHI MAESTRO 3' (mfr: phi)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-4115,Papesh GmbH,PHI Sola UL,19a,C,,2025-09-16,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-4115,model not found: 'PHI Sola UL' (mfr: phi)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-4114,Papesh GmbH,PHI Sola UL,19,A,,2025-09-16,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-4114,model not found: 'PHI Sola UL' (mfr: phi)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-4082,ZOOM Vertriebs GmbH,XB LT,125,B,,2025-08-05,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-4082,manufacturer not found: 'zoom-vertriebs-gmbh'
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-4081,ZOOM Vertriebs GmbH,XB LT,75,B,,2025-08-05,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-4081,manufacturer not found: 'zoom-vertriebs-gmbh'
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-4078,ZOOM Vertriebs GmbH,XB LT,95,B,,2025-08-05,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-4078,manufacturer not found: 'zoom-vertriebs-gmbh'
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-4080,ZOOM Vertriebs GmbH,XB LT,115,B,,2025-08-04,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-4080,manufacturer not found: 'zoom-vertriebs-gmbh'
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-4079,ZOOM Vertriebs GmbH,XB LT,85,B,,2025-08-04,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-4079,manufacturer not found: 'zoom-vertriebs-gmbh'
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-4077,ZOOM Vertriebs GmbH,XB LT,105,B,,2025-08-04,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-4077,manufacturer not found: 'zoom-vertriebs-gmbh'
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-4109,ZOOM Vertriebs GmbH,XA,75,A,,2025-07-16,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-4109,manufacturer not found: 'zoom-vertriebs-gmbh'
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-4097,NOVA Vertriebsgesellschaft m.b.H.,Vortex,XXXS,D,,2025-07-16,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-4097,model not found: 'Vortex' (mfr: nova)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-4096,AIR PG s.r.o.,NABLA,Tea4Two,B,,2025-07-11,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-4096,manufacturer not found: 'air-pg-sro'
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-4056,Skywalk GmbH & Co. KG,XALPS6,75+,D,,2025-07-09,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-4056,model not found: 'XALPS6' (mfr: skywalk)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-4055,Papesh GmbH,PHI Rondo C,210,B,,2025-07-09,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-4055,model not found: 'PHI Rondo C' (mfr: phi)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-4054,Papesh GmbH,PHI Rondo C,230,B,,2025-07-09,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-4054,model not found: 'PHI Rondo C' (mfr: phi)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-4004,Papesh GmbH,PHI Rondo,210,B,,2025-07-09,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-4004,model not found: 'PHI Rondo' (mfr: phi)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3942,Papesh GmbH,PHI Rondo,230,B,,2025-07-09,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3942,model not found: 'PHI Rondo' (mfr: phi)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-4021,ZOOM Vertriebs GmbH,XA LT,75,A,,2025-06-30,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-4021,manufacturer not found: 'zoom-vertriebs-gmbh'
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-4016,ZOOM Vertriebs GmbH,XA LT,105,A,,2025-06-30,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-4016,manufacturer not found: 'zoom-vertriebs-gmbh'
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-4015,ZOOM Vertriebs GmbH,XA LT,95,A,,2025-06-30,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-4015,manufacturer not found: 'zoom-vertriebs-gmbh'
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-4011,ZOOM Vertriebs GmbH,XA LT,115,A,,2025-06-30,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-4011,manufacturer not found: 'zoom-vertriebs-gmbh'
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3969,ZOOM Vertriebs GmbH,XA LT,85,A,,2025-06-30,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3969,manufacturer not found: 'zoom-vertriebs-gmbh'
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3956,GIN Gliders Inc.,GTO 3,XXS,D,,2025-06-25,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3956,model not found: 'GTO 3' (mfr: gin)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-4091,GIN Gliders Inc.,Elise,XXS,A,,2025-06-19,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-4091,model not found: 'Elise' (mfr: gin)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-4090,GIN Gliders Inc.,Elise,XS,A,,2025-06-19,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-4090,model not found: 'Elise' (mfr: gin)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-4089,GIN Gliders Inc.,Elise,S,A,,2025-06-19,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-4089,model not found: 'Elise' (mfr: gin)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-4088,GIN Gliders Inc.,Elise,M,A,,2025-06-19,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-4088,model not found: 'Elise' (mfr: gin)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-4087,GIN Gliders Inc.,Elise,L,A,,2025-06-18,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-4087,model not found: 'Elise' (mfr: gin)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-4043,NOVA Vertriebsgesellschaft m.b.H.,Vortex,XXS,D,,2025-06-16,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-4043,model not found: 'Vortex' (mfr: nova)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-4042,NOVA Vertriebsgesellschaft m.b.H.,Vortex,XS,D,,2025-06-16,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-4042,model not found: 'Vortex' (mfr: nova)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-4037,NOVA Vertriebsgesellschaft m.b.H.,Vortex,S,D,,2025-06-16,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-4037,model not found: 'Vortex' (mfr: nova)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-4036,NOVA Vertriebsgesellschaft m.b.H.,Vortex,M,D,,2025-06-16,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-4036,model not found: 'Vortex' (mfr: nova)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3998,Davinci Products INC,Mambo,XS,D,,2025-05-28,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3998,manufacturer not found: 'davinci-products-inc'
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-4065,Skywalk GmbH & Co. KG,Arak Air 2,70+,B,,2025-04-15,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-4065,model not found: 'Arak Air 2' (mfr: skywalk)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-4064,Skywalk GmbH & Co. KG,Arak Air 2,80+,B,,2025-04-15,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-4064,model not found: 'Arak Air 2' (mfr: skywalk)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-4063,Skywalk GmbH & Co. KG,Arak Air 2,95+,B,,2025-04-15,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-4063,model not found: 'Arak Air 2' (mfr: skywalk)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-4062,Skywalk GmbH & Co. KG,Arak Air 2,105+,B,,2025-04-15,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-4062,model not found: 'Arak Air 2' (mfr: skywalk)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3945,Skywalk GmbH & Co. KG,Arak Air 2,115+,B,,2025-04-15,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3945,model not found: 'Arak Air 2' (mfr: skywalk)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-4066,Professional Flying Team GmbH,PROFLY LeelooX,M,B,,2025-04-03,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-4066,manufacturer not found: 'professional-flying-team-gmbh'
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3958,GIN Gliders Inc.,GTO 3,M,D,,2025-04-01,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3958,model not found: 'GTO 3' (mfr: gin)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3955,GIN Gliders Inc.,GTO 3,XS,D,,2025-04-01,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3955,model not found: 'GTO 3' (mfr: gin)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3922,GIN Gliders Inc.,GTO 3,S,D,,2025-04-01,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3922,model not found: 'GTO 3' (mfr: gin)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3140,GIN Gliders Inc.,GTO 3,L,D,,2025-04-01,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3140,model not found: 'GTO 3' (mfr: gin)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-4046,Professional Flying Team GmbH,PROFLY LeelooX,L,B,,2025-03-28,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-4046,manufacturer not found: 'professional-flying-team-gmbh'
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3957,GIN Gliders Inc.,GTO 3,XL,D,,2025-03-24,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3957,model not found: 'GTO 3' (mfr: gin)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3678,NOVA Vertriebsgesellschaft m.b.H.,Aonic light,S,A,,2025-03-07,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3678,model not found: 'Aonic light' (mfr: nova)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3677,NOVA Vertriebsgesellschaft m.b.H.,Aonic light,XXS,A,,2025-03-07,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3677,model not found: 'Aonic light' (mfr: nova)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3628,NOVA Vertriebsgesellschaft m.b.H.,Aonic light,XS,A,,2025-03-07,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3628,model not found: 'Aonic light' (mfr: nova)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-4050,NOVA Vertriebsgesellschaft m.b.H.,Xenon 2,18,D,,2025-02-21,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-4050,model not found: 'Xenon 2' (mfr: nova)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3830,Papesh GmbH,PHI Scala 2 light,20,D,,2025-02-21,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3830,model not found: 'PHI Scala 2 light' (mfr: phi)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-4053,Skywalk GmbH & Co. KG,XALPS6,85+,D,,2025-02-19,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-4053,model not found: 'XALPS6' (mfr: skywalk)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-4049,Skywalk GmbH & Co. KG,XALPS6,95+,D,,2025-02-19,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-4049,model not found: 'XALPS6' (mfr: skywalk)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-4010,UP International GmbH,Rimo 2,L,A,,2025-01-22,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-4010,model not found: 'Rimo 2' (mfr: up)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-4009,UP International GmbH,Rimo 2,M,A,,2025-01-22,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-4009,model not found: 'Rimo 2' (mfr: up)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-4008,UP International GmbH,Rimo 2,XS,A,,2025-01-22,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-4008,model not found: 'Rimo 2' (mfr: up)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-4006,UP International GmbH,Rimo 2,S,A,,2025-01-22,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-4006,model not found: 'Rimo 2' (mfr: up)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-4005,UP International GmbH,Rimo 2,SM,A,,2025-01-22,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-4005,model not found: 'Rimo 2' (mfr: up)
